0011-R0	ARGM	Intermediate 5 7Chloro54455tetramethyl132dioxaborolan2ylindolin2one Step A 5Bromo7chloroindolin2one . To a cooled 0° C . solution of 7chloroindolin2one 1.0 g 6.0 mmol in TFA 11 mL was added Nbromosuccinimide 1.0 g 6.0 mmol portionwise and the resulting mixture was [E] stirred [/E] at [E] 0° C [/E] . for 6 h . The solvent was removed in vacuo and the residue was diluted and evaporated successively with DCM 25 mL and EtOAc 25 mL . The crude product was triturated with EtOH to provide the title compound as a white solid 861 mg 58% .
0011-R1	ARGM	Intermediate 5 7Chloro54455tetramethyl132dioxaborolan2ylindolin2one Step A 5Bromo7chloroindolin2one . To a cooled 0° C . solution of 7chloroindolin2one 1.0 g 6.0 mmol in TFA 11 mL was added Nbromosuccinimide 1.0 g 6.0 mmol portionwise and the resulting mixture was [E] stirred [/E] at 0° C . for [E] 6 h [/E] . The solvent was removed in vacuo and the residue was diluted and evaporated successively with DCM 25 mL and EtOAc 25 mL . The crude product was triturated with EtOH to provide the title compound as a white solid 861 mg 58% .
0011-R2	ARG1	Intermediate 5 7Chloro54455tetramethyl132dioxaborolan2ylindolin2one Step A 5Bromo7chloroindolin2one . To a cooled 0° C . solution of 7chloroindolin2one 1.0 g 6.0 mmol in [E] TFA [/E] 11 mL was [E] added [/E] Nbromosuccinimide 1.0 g 6.0 mmol portionwise and the resulting mixture was stirred at 0° C . for 6 h . The solvent was removed in vacuo and the residue was diluted and evaporated successively with DCM 25 mL and EtOAc 25 mL . The crude product was triturated with EtOH to provide the title compound as a white solid 861 mg 58% .
0011-R3	ARG1	Intermediate 5 7Chloro54455tetramethyl132dioxaborolan2ylindolin2one Step A 5Bromo7chloroindolin2one . To a cooled 0° C . solution of 7chloroindolin2one 1.0 g 6.0 mmol in TFA 11 mL was [E] added [/E] [E] Nbromosuccinimide [/E] 1.0 g 6.0 mmol portionwise and the resulting mixture was stirred at 0° C . for 6 h . The solvent was removed in vacuo and the residue was diluted and evaporated successively with DCM 25 mL and EtOAc 25 mL . The crude product was triturated with EtOH to provide the title compound as a white solid 861 mg 58% .
0011-R4	ARG1	Intermediate 5 7Chloro54455tetramethyl132dioxaborolan2ylindolin2one Step A 5Bromo7chloroindolin2one . To a cooled 0° C . solution of [E] 7chloroindolin2one [/E] 1.0 g 6.0 mmol in TFA 11 mL was [E] added [/E] Nbromosuccinimide 1.0 g 6.0 mmol portionwise and the resulting mixture was stirred at 0° C . for 6 h . The solvent was removed in vacuo and the residue was diluted and evaporated successively with DCM 25 mL and EtOAc 25 mL . The crude product was triturated with EtOH to provide the title compound as a white solid 861 mg 58% .
0011-R5	ARGM	Intermediate 5 7Chloro54455tetramethyl132dioxaborolan2ylindolin2one Step A 5Bromo7chloroindolin2one . To a cooled [E] 0° C [/E] . solution of 7chloroindolin2one 1.0 g 6.0 mmol in TFA 11 mL was [E] added [/E] Nbromosuccinimide 1.0 g 6.0 mmol portionwise and the resulting mixture was stirred at 0° C . for 6 h . The solvent was removed in vacuo and the residue was diluted and evaporated successively with DCM 25 mL and EtOAc 25 mL . The crude product was triturated with EtOH to provide the title compound as a white solid 861 mg 58% .
0011-R6	ARG1	Intermediate 5 7Chloro54455tetramethyl132dioxaborolan2ylindolin2one Step A 5Bromo7chloroindolin2one . To a cooled 0° C . solution of 7chloroindolin2one 1.0 g 6.0 mmol in TFA 11 mL was added Nbromosuccinimide 1.0 g 6.0 mmol portionwise and the resulting mixture was stirred at 0° C . for 6 h . The solvent was removed in vacuo and the residue was diluted and evaporated successively with DCM 25 mL and EtOAc 25 mL . The crude product was [E] triturated [/E] with [E] EtOH [/E] to provide the title compound as a white solid 861 mg 58% .
0011-R7	ARG1	Intermediate 5 7Chloro54455tetramethyl132dioxaborolan2ylindolin2one Step A 5Bromo7chloroindolin2one . To a cooled 0° C . solution of 7chloroindolin2one 1.0 g 6.0 mmol in TFA 11 mL was added Nbromosuccinimide 1.0 g 6.0 mmol portionwise and the resulting mixture was stirred at 0° C . for 6 h . The solvent was removed in vacuo and the residue was diluted and [E] evaporated [/E] successively with [E] DCM [/E] 25 mL and EtOAc 25 mL . The crude product was triturated with EtOH to provide the title compound as a white solid 861 mg 58% .
0011-R8	ARG1	Intermediate 5 7Chloro54455tetramethyl132dioxaborolan2ylindolin2one Step A 5Bromo7chloroindolin2one . To a cooled 0° C . solution of 7chloroindolin2one 1.0 g 6.0 mmol in TFA 11 mL was added Nbromosuccinimide 1.0 g 6.0 mmol portionwise and the resulting mixture was stirred at 0° C . for 6 h . The solvent was removed in vacuo and the residue was diluted and [E] evaporated [/E] successively with DCM 25 mL and [E] EtOAc [/E] 25 mL . The crude product was triturated with EtOH to provide the title compound as a white solid 861 mg 58% .
0011-R9	ARG1	Intermediate 5 7Chloro54455tetramethyl132dioxaborolan2ylindolin2one Step A 5Bromo7chloroindolin2one . To a cooled 0° C . solution of 7chloroindolin2one 1.0 g 6.0 mmol in TFA 11 mL was added Nbromosuccinimide 1.0 g 6.0 mmol portionwise and the resulting mixture was stirred at 0° C . for 6 h . The solvent was removed in vacuo and the residue was diluted and evaporated successively with DCM 25 mL and EtOAc 25 mL . The crude product was triturated with EtOH to [E] provide [/E] the [E] title compound [/E] as a white solid 861 mg 58% .
